sentence,negative,neutral,positive,predicted_label
"""How do you get to West Egg village?""",0.09814448654651642,0.8552109599113464,0.046644531190395355,Neutral
he asked helplessly.,0.35779204964637756,0.5984441637992859,0.04376382380723953,Neutral
I told him.,0.24577729403972626,0.599415123462677,0.15480758249759674,Neutral
And as I walked on I was lonely no longer.,0.14780329167842865,0.6176542639732361,0.23454250395298004,Neutral
"I was a guide, a pathfinder, an original settler.",0.04881247505545616,0.860027551651001,0.09115999191999435,Neutral
He had casually conferred on me the freedom of the neighbourhood.,0.03411988541483879,0.8187251687049866,0.14715495705604553,Neutral
"And so with the sunshine and the great bursts of leaves growing on the trees, just as things grow in fast movies, I had that familiar conviction that life was beginning over again with the summer.",0.0069321258924901485,0.21747839450836182,0.7755894660949707,Positive
"There was so much to read, for one thing, and so much fine health to be pulled down out of the young breathgiving air.",0.13743732869625092,0.5498619675636292,0.3127007782459259,Neutral
"I bought a dozen volumes on banking and credit and investment securities, and they stood on my shelf in red and gold like new money from the mint, promising to unfold the shining secrets that only Midas and Morgan and Maecenas knew.",0.020891666412353516,0.6191282272338867,0.35998010635375977,Neutral
And I had the high intention of reading many other books besides.,0.007184330374002457,0.3519560396671295,0.6408596634864807,Positive
"I was rather literary in collegeone year I wrote a series of very solemn and obvious editorials for the Yale Newsand now I was going to bring back all such things into my life and become again that most limited of all specialists, the ""wellrounded man.""",0.048563484102487564,0.5968835353851318,0.3545530438423157,Neutral
"This isn't just an epigramlife is much more successfully looked at from a single window, after all.",0.03098578192293644,0.4660627245903015,0.5029515624046326,Positive
It was a matter of chance that I should have rented a house in one of the strangest communities in North America.,0.46935006976127625,0.48659828305244446,0.04405161365866661,Neutral
"It was on that slender riotous island which extends itself due east of New Yorkand where there are, among other natural curiosities, two unusual formations of land.",0.055699899792671204,0.8527466654777527,0.09155341237783432,Neutral
"Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western hemisphere, the great wet barnyard of Long Island Sound.",0.06697921454906464,0.7820740938186646,0.1509466916322708,Neutral
"They are not perfect ovalslike the egg in the Columbus story, they are both crushed flat at the contact endbut their physical resemblance must be a source of perpetual wonder to the gulls that fly overhead.",0.13229724764823914,0.6318416595458984,0.2358611524105072,Neutral
To the wingless a more interesting phenomenon is their dissimilarity in every particular except shape and size.,0.021604960784316063,0.5473327040672302,0.4310622811317444,Neutral
"I lived at West Egg, thewell, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.",0.31414371728897095,0.5798993706703186,0.10595691949129105,Neutral
"My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season.",0.08369441330432892,0.8480974435806274,0.06820819526910782,Neutral
"The one on my right was a colossal affair by any standardit was a factual imitation of some Htel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden.",0.13300438225269318,0.7237734198570251,0.14322219789028168,Neutral
It was Gatsby's mansion.,0.030440276488661766,0.7938655614852905,0.17569421231746674,Neutral
"Or, rather, as I didn't know Mr. Gatsby, it was a mansion inhabited by a gentleman of that name.",0.11454467475414276,0.8178880214691162,0.06756732612848282,Neutral
"My own house was an eyesore, but it was a small eyesore, and it had been overlooked, so I had a view of the water, a partial view of my neighbour's lawn, and the consoling proximity of millionairesall for eighty dollars a month.",0.30687186121940613,0.557767927646637,0.13536015152931213,Neutral
"Across the courtesy bay the white palaces of fashionable East Egg glittered along the water, and the history of the summer really begins on the evening I drove over there to have dinner with the Tom Buchanans.",0.00846756063401699,0.61698979139328,0.3745426833629608,Neutral
"Daisy was my second cousin once removed, and I'd known Tom in college.",0.027026955038309097,0.9199991822242737,0.05297385901212692,Neutral
And just after the war I spent two days with them in Chicago.,0.16585424542427063,0.789533257484436,0.044612497091293335,Neutral
"Her husband, among various physical accomplishments, had been one of the most powerful ends that ever played football at New Havena national figure in a way, one of those men who reach such an acute limited excellence at twentyone that everything afterward savours of anticlimax.",0.005611111409962177,0.2131773978471756,0.7812115550041199,Positive
"His family were enormously wealthyeven in college his freedom with money was a matter for reproachbut now he'd left Chicago and come East in a fashion that rather took your breath away for instance, he'd brought down a string of polo ponies from Lake Forest.",0.2583564519882202,0.5862621665000916,0.1553814560174942,Neutral
It was hard to realize that a man in my own generation was wealthy enough to do that.,0.49672573804855347,0.4206797182559967,0.08259453624486923,Negative
Why they came East I don't know.,0.3636642098426819,0.6149678826332092,0.021367831155657768,Neutral
"They had spent a year in France for no particular reason, and then drifted here and there unrestfully wherever people played polo and were rich together.",0.13933831453323364,0.7314261198043823,0.12923544645309448,Neutral
"This was a permanent move, said Daisy over the telephone, but I didn't believe itI had no sight into Daisy's heart, but I felt that Tom would drift on forever seeking, a little wistfully, for the dramatic turbulence of some irrecoverable football game.",0.29646924138069153,0.6090810894966125,0.09444959461688995,Neutral
And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all.,0.014813391491770744,0.442223459482193,0.5429631471633911,Positive
"Their house was even more elaborate than I expected, a cheerful redandwhite Georgian Colonial mansion, overlooking the bay.",0.003086216514930129,0.06228560209274292,0.9346282482147217,Positive
"The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardensfinally when it reached the house drifting up the side in bright vines as though from the momentum of its run.",0.03215601667761803,0.777815043926239,0.19002890586853027,Neutral
"The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch.",0.016441643238067627,0.6822507977485657,0.3013075292110443,Neutral
He had changed since his New Haven years.,0.11324042081832886,0.832071840763092,0.05468772351741791,Neutral
"Now he was a sturdy strawhaired man of thirty, with a rather hard mouth and a supercilious manner.",0.05456709861755371,0.6616511940956116,0.28378161787986755,Neutral
Two shining arrogant eyes had established dominance over his face and gave him the appearance of always leaning aggressively forward.,0.19810380041599274,0.611994743347168,0.18990136682987213,Neutral
"Not even the effeminate swank of his riding clothes could hide the enormous power of that bodyhe seemed to fill those glistening boots until he strained the top lacing, and you could see a great pack of muscle shifting when his shoulder moved under his thin coat.",0.0883079320192337,0.5478009581565857,0.36389100551605225,Neutral
It was a body capable of enormous leveragea cruel body.,0.3100561499595642,0.6020624041557312,0.0878814235329628,Neutral
"His speaking voice, a gruff husky tenor, added to the impression of fractiousness he conveyed.",0.12119202315807343,0.7685301899909973,0.11027773469686508,Neutral
"There was a touch of paternal contempt in it, even toward people he likedand there were men at New Haven who had hated his guts.",0.8185943961143494,0.173831507563591,0.007574110757559538,Negative
"""Now, don't think my opinion on these matters is final,"" he seemed to say, ""just because I'm stronger and more of a man than you are.""",0.12493706494569778,0.6662987470626831,0.2087642103433609,Neutral
"We were in the same senior society, and while we were never intimate I always had the impression that he approved of me and wanted me to like him with some harsh, defiant wistfulness of his own.",0.024109110236167908,0.5081858038902283,0.4677051305770874,Neutral
We talked for a few minutes on the sunny porch.,0.0024382222909480333,0.35721254348754883,0.6403492093086243,Positive
"""I've got a nice place here,"" he said, his eyes flashing about restlessly.",0.005188226234167814,0.0941350907087326,0.9006766676902771,Positive
"Turning me around by one arm, he moved a broad flat hand along the front vista, including in its sweep a sunken Italian garden, a half acre of deep, pungent roses, and a snubnosed motorboat that bumped the tide offshore.",0.010575850494205952,0.6676106452941895,0.3218134939670563,Neutral
"""It belonged to Demaine, the oil man.""",0.08083637058734894,0.864695131778717,0.054468508809804916,Neutral
"He turned me around again, politely and abruptly.",0.011356383562088013,0.43532437086105347,0.5533192753791809,Positive
"""We'll go inside.""",0.03500230237841606,0.8455913662910461,0.1194063276052475,Neutral
"We walked through a high hallway into a bright rosycoloured space, fragilely bound into the house by French windows at either end.",0.005145973060280085,0.4704689085483551,0.5243851542472839,Positive
The windows were ajar and gleaming white against the fresh grass outside that seemed to grow a little way into the house.,0.007778819650411606,0.4208052158355713,0.5714160203933716,Positive
"A breeze blew through the room, blew curtains in at one end and out the other like pale flags, twisting them up toward the frosted weddingcake of the ceiling, and then rippled over the winecoloured rug, making a shadow on it as wind does on the sea.",0.06587493419647217,0.8241641521453857,0.10996099561452866,Neutral
The only completely stationary object in the room was an enormous couch on which two young women were buoyed up as though upon an anchored balloon.,0.042973726987838745,0.6700121760368347,0.28701406717300415,Neutral
"They were both in white, and their dresses were rippling and fluttering as if they had just been blown back in after a short flight around the house.",0.05786639451980591,0.709701657295227,0.232432022690773,Neutral
I must have stood for a few moments listening to the whip and snap of the curtains and the groan of a picture on the wall.,0.07377033680677414,0.84271639585495,0.0835132822394371,Neutral
"Then there was a boom as Tom Buchanan shut the rear windows and the caught wind died out about the room, and the curtains and the rugs and the two young women ballooned slowly to the floor.",0.08849692344665527,0.7440118193626404,0.16749133169651031,Neutral
The younger of the two was a stranger to me.,0.14910009503364563,0.807571530342102,0.043328337371349335,Neutral
"She was extended full length at her end of the divan, completely motionless, and with her chin raised a little, as if she were balancing something on it which was quite likely to fall.",0.05017619952559471,0.8057127594947815,0.14411109685897827,Neutral
"If she saw me out of the corner of her eyes she gave no hint of itindeed, I was almost surprised into murmuring an apology for having disturbed her by coming in.",0.38696014881134033,0.5435636043548584,0.06947625428438187,Neutral
"The other girl, Daisy, made an attempt to riseshe leaned slightly forward with a conscientious expressionthen she laughed, an absurd, charming little laugh, and I laughed too and came forward into the room.",0.013288315385580063,0.2682490646839142,0.7184626460075378,Positive
"""I'm pparalysed with happiness.""",0.01448882557451725,0.17390605807304382,0.8116051554679871,Positive
"She laughed again, as if she said something very witty, and held my hand for a moment, looking up into my face, promising that there was no one in the world she so much wanted to see.",0.00563774025067687,0.09444007277488708,0.8999221324920654,Positive
That was a way she had.,0.11782105267047882,0.743317723274231,0.13886123895645142,Neutral
She hinted in a murmur that the surname of the balancing girl was Baker.,0.04381012171506882,0.923846423625946,0.032343361526727676,Neutral
I've heard it said that Daisy's murmur was only to make people lean toward her an irrelevant criticism that made it no less charming.,0.07813886553049088,0.4249107241630554,0.4969503879547119,Positive
"At any rate, Miss Baker's lips fluttered, she nodded at me almost imperceptibly, and then quickly tipped her head back againthe object she was balancing had obviously tottered a little and given her something of a fright.",0.07701204717159271,0.7238988280296326,0.19908909499645233,Neutral
Again a sort of apology arose to my lips.,0.19230172038078308,0.729688823223114,0.07800943404436111,Neutral
Almost any exhibition of complete selfsufficiency draws a stunned tribute from me.,0.015077332966029644,0.41238686442375183,0.5725358128547668,Positive
"I looked back at my cousin, who began to ask me questions in her low, thrilling voice.",0.010367249138653278,0.4770381450653076,0.5125946402549744,Positive
"It was the kind of voice that the ear follows up and down, as if each speech is an arrangement of notes that will never be played again.",0.3573753535747528,0.5642169117927551,0.0784076526761055,Neutral
"Her face was sad and lovely with bright things in it, bright eyes and a bright passionate mouth, but there was an excitement in her voice that men who had cared for her found difficult to forget a singing compulsion, a whispered ""Listen,"" a promise that she had done gay, exciting things just a while since and that there were gay, exciting things hovering in the next hour.",0.017414670437574387,0.167072132229805,0.8155132532119751,Positive
"I told her how I had stopped off in Chicago for a day on my way East, and how a dozen people had sent their love through me.",0.006961897946894169,0.3841300308704376,0.6089081168174744,Positive
"""Do they miss me?""",0.2776617407798767,0.6942344307899475,0.028103873133659363,Neutral
she cried ecstatically.,0.3936391770839691,0.5290312767028809,0.07732958346605301,Neutral
"""The whole town is desolate.",0.8069507479667664,0.17964275181293488,0.01340645831078291,Negative
"All the cars have the left rear wheel painted black as a mourning wreath, and there's a persistent wail all night along the north shore.""",0.3025164306163788,0.6419010162353516,0.05558255687355995,Neutral
"""How gorgeous!",0.008131926879286766,0.04830419644713402,0.9435638189315796,Positive
"Let's go back, Tom.",0.026337971910834312,0.684236466884613,0.2894255518913269,Neutral
"Tomorrow!""",0.038777101784944534,0.5634389519691467,0.3977839946746826,Neutral
"Then she added irrelevantly ""You ought to see the baby.""",0.2679864466190338,0.6524960398674011,0.0795174315571785,Neutral
"""I'd like to.""",0.01813449151813984,0.47532781958580017,0.506537675857544,Positive
"""She's asleep.",0.2620297968387604,0.6815568804740906,0.05641338601708412,Neutral
She's three years old.,0.10917158424854279,0.8017480373382568,0.08908043056726456,Neutral
"Haven't you ever seen her?""",0.21777032315731049,0.7459266781806946,0.03630296140909195,Neutral
"""Never.""",0.3061714470386505,0.5802697539329529,0.11355874687433243,Neutral
"""Well, you ought to see her.",0.09374000877141953,0.8034612536430359,0.10279866307973862,Neutral
"She's"" Tom Buchanan, who had been hovering restlessly about the room, stopped and rested his hand on my shoulder.",0.02571001462638378,0.8763678669929504,0.09792207181453705,Neutral
"""What you doing, Nick?""",0.10611703246831894,0.8439223170280457,0.049960654228925705,Neutral
"""I'm a bond man.""",0.08973284065723419,0.8015369176864624,0.10873018950223923,Neutral
"""Who with?""",0.14596959948539734,0.7808027863502502,0.07322761416435242,Neutral
I told him.,0.24577729403972626,0.599415123462677,0.15480758249759674,Neutral
"""Never heard of them,"" he remarked decisively.",0.24125634133815765,0.6514240503311157,0.10731955617666245,Neutral
This annoyed me.,0.9512326717376709,0.04253670200705528,0.006230606231838465,Negative
"""You will,"" I answered shortly.",0.015443631447851658,0.7377753257751465,0.24678106606006622,Neutral
"""You will if you stay in the East.""",0.04051308333873749,0.8243746161460876,0.1351122260093689,Neutral
"""Oh, I'll stay in the East, don't you worry,"" he said, glancing at Daisy and then back at me, as if he were alert for something more.",0.03314113989472389,0.7865782976150513,0.18028052151203156,Neutral
"""I'd be a God damned fool to live anywhere else.""",0.8880091905593872,0.10099013149738312,0.011000600643455982,Negative
"At this point Miss Baker said ""Absolutely!""",0.021070748567581177,0.5019674301147461,0.47696173191070557,Neutral
with such suddenness that I startedit was the first word she had uttered since I came into the room.,0.03678432106971741,0.7554985880851746,0.2077171504497528,Neutral
"Evidently it surprised her as much as it did me, for she yawned and with a series of rapid, deft movements stood up into the room.",0.28005340695381165,0.5911142230033875,0.12883244454860687,Neutral
"""I'm stiff,"" she complained, ""I've been lying on that sofa for as long as I can remember.""",0.7536394596099854,0.2269752025604248,0.019385356456041336,Negative
"""Don't look at me,"" Daisy retorted, ""I've been trying to get you to New York all afternoon.""",0.26323646306991577,0.6583812236785889,0.07838229835033417,Neutral
"""No, thanks,"" said Miss Baker to the four cocktails just in from the pantry.",0.06499186158180237,0.789006769657135,0.14600135385990143,Neutral
"""I'm absolutely in training.""",0.04229528829455376,0.7520752549171448,0.20562948286533356,Neutral
Her host looked at her incredulously.,0.05472381412982941,0.6686094403266907,0.2766667902469635,Neutral
"""You are!""",0.0928996205329895,0.48203709721565247,0.4250633716583252,Neutral
He took down his drink as if it were a drop in the bottom of a glass.,0.38129758834838867,0.5908188819885254,0.02788352780044079,Neutral
"""How you ever get anything done is beyond me.""",0.6461572051048279,0.30035558342933655,0.05348719656467438,Negative
"I looked at Miss Baker, wondering what it was she ""got done.""",0.16899506747722626,0.7749025225639343,0.05610246583819389,Neutral
I enjoyed looking at her.,0.0026241096202284098,0.027565190568566322,0.9698106646537781,Positive
"She was a slender, smallbreasted girl, with an erect carriage, which she accentuated by throwing her body backward at the shoulders like a young cadet.",0.12693868577480316,0.7186108827590942,0.15445035696029663,Neutral
"Her grey sunstrained eyes looked back at me with polite reciprocal curiosity out of a wan, charming, discontented face.",0.004793375730514526,0.16174094378948212,0.8334656953811646,Positive
"It occurred to me now that I had seen her, or a picture of her, somewhere before.",0.026713939383625984,0.9036257266998291,0.06966026872396469,Neutral
"""You live in West Egg,"" she remarked contemptuously.",0.5789589285850525,0.39861664175987244,0.022424442693591118,Negative
"""I know somebody there.""",0.07987120747566223,0.8384720087051392,0.08165682107210159,Neutral
"""I don't know a single"" ""You must know Gatsby.""",0.3541833460330963,0.5674953460693359,0.07832139730453491,Neutral
"""Gatsby?""",0.08866120874881744,0.8515512943267822,0.059787455946207047,Neutral
demanded Daisy.,0.21828815340995789,0.6958398222923279,0.08587199449539185,Neutral
"""What Gatsby?""",0.11641471087932587,0.8332992792129517,0.05028601735830307,Neutral
"Before I could reply that he was my neighbour dinner was announced wedging his tense arm imperatively under mine, Tom Buchanan compelled me from the room as though he were moving a checker to another square.",0.17461331188678741,0.7791903018951416,0.04619637131690979,Neutral
"Slenderly, languidly, their hands set lightly on their hips, the two young women preceded us out on to a rosycoloured porch, open toward the sunset, where four candles flickered on the table in the diminished wind.",0.007177143357694149,0.6335673332214355,0.35925546288490295,Neutral
"""Why candles?""",0.24708034098148346,0.7111395597457886,0.04178006947040558,Neutral
"objected Daisy, frowning.",0.4377194941043854,0.5237500667572021,0.03853046894073486,Neutral
She snapped them out with her fingers.,0.10913395136594772,0.816986620426178,0.0738794356584549,Neutral
"""In two weeks it'll be the longest day in the year.""",0.46678853034973145,0.4217829406261444,0.11142856627702713,Negative
She looked at us all radiantly.,0.0018172395648434758,0.053208127617836,0.9449746608734131,Positive
"""Do you always watch for the longest day of the year and then miss it?",0.5541647672653198,0.4081000089645386,0.03773518279194832,Negative
"I always watch for the longest day in the year and then miss it.""",0.6343293786048889,0.32181432843208313,0.04385625943541527,Negative
"""We ought to plan something,"" yawned Miss Baker, sitting down at the table as if she were getting into bed.",0.034622568637132645,0.857144832611084,0.10823268443346024,Neutral
"""All right,"" said Daisy.",0.018948936834931374,0.6197486519813538,0.3613024353981018,Neutral
"""What'll we plan?""",0.0511060431599617,0.8871189951896667,0.06177498400211334,Neutral
"She turned to me helplessly ""What do people plan?""",0.409374862909317,0.5681314468383789,0.022493666037917137,Neutral
Before I could answer her eyes fastened with an awed expression on her little finger.,0.0829707682132721,0.7691631317138672,0.14786604046821594,Neutral
"""Look!""",0.09620524197816849,0.5493770837783813,0.3544175922870636,Neutral
"she complained ""I hurt it.""",0.7920663356781006,0.1955094039440155,0.012424320913851261,Negative
We all lookedthe knuckle was black and blue.,0.07565365731716156,0.76656174659729,0.15778453648090363,Neutral
"""You did it, Tom,"" she said accusingly.",0.42346686124801636,0.5471911430358887,0.029342038556933403,Neutral
"""I know you didn't mean to, but you did do it.",0.26139867305755615,0.642162561416626,0.09643877297639847,Neutral
"That's what I get for marrying a brute of a man, a great, big, hulking physical specimen of a"" ""I hate that word 'hulking,' "" objected Tom crossly, ""even in kidding.""",0.9004613757133484,0.0881846472620964,0.011354047805070877,Negative
"""Hulking,"" insisted Daisy.",0.19162866473197937,0.7292806506156921,0.07909071445465088,Neutral
"Sometimes she and Miss Baker talked at once, unobtrusively and with a bantering inconsequence that was never quite chatter, that was as cool as their white dresses and their impersonal eyes in the absence of all desire.",0.010843750089406967,0.22446465492248535,0.7646915912628174,Positive
"They were here, and they accepted Tom and me, making only a polite pleasant effort to entertain or to be entertained.",0.011033901944756508,0.2979435622692108,0.691022515296936,Positive
They knew that presently dinner would be over and a little later the evening too would be over and casually put away.,0.13678185641765594,0.7807119488716125,0.0825062245130539,Neutral
"It was sharply different from the West, where an evening was hurried from phase to phase towards its close, in a continually disappointed anticipation or else in sheer nervous dread of the moment itself.",0.4693416953086853,0.4851679503917694,0.04549035057425499,Neutral
"""You make me feel uncivilized, Daisy,"" I confessed on my second glass of corky but rather impressive claret.",0.08895060420036316,0.39457938075065613,0.5164700746536255,Positive
"""Can't you talk about crops or something?""",0.1899874359369278,0.7717519402503967,0.03826058655977249,Neutral
"I meant nothing in particular by this remark, but it was taken up in an unexpected way.",0.43857628107070923,0.5203769207000732,0.04104674607515335,Neutral
"""Civilization's going to pieces,"" broke out Tom violently.",0.7982392907142639,0.1899433583021164,0.011817344464361668,Negative
"""I've gotten to be a terrible pessimist about things.",0.8793201446533203,0.10691289603710175,0.013766973279416561,Negative
"Have you read The Rise of the Coloured Empires by this man Goddard?""",0.04697766155004501,0.8991997838020325,0.053822558373212814,Neutral
"""Why, no,"" I answered, rather surprised by his tone.",0.13016264140605927,0.7147924900054932,0.15504488348960876,Neutral
"""Well, it's a fine book, and everybody ought to read it.",0.003912785090506077,0.051085326820611954,0.9450019001960754,Positive
The idea is if we don't look out the white race will bewill be utterly submerged.,0.7351810336112976,0.2550794184207916,0.009739565663039684,Negative
"It's all scientific stuff it's been proved.""",0.054577846080064774,0.6472875475883484,0.29813453555107117,Neutral
"""Tom's getting very profound,"" said Daisy, with an expression of unthoughtful sadness.",0.6403691172599792,0.3384777307510376,0.021153191104531288,Negative
"""He reads deep books with long words in them.",0.05954597145318985,0.7587714195251465,0.18168261647224426,Neutral
"What was that word we"" ""Well, these books are all scientific,"" insisted Tom, glancing at her impatiently.",0.1712459921836853,0.7156392931938171,0.11311464756727219,Neutral
"""This fellow has worked out the whole thing.",0.02730645425617695,0.6458989977836609,0.3267946243286133,Neutral
"It's up to us, who are the dominant race, to watch out or these other races will have control of things.""",0.26791954040527344,0.6918879747390747,0.040192488580942154,Neutral
"""We've got to beat them down,"" whispered Daisy, winking ferociously toward the fervent sun.",0.08453712612390518,0.7036285996437073,0.21183429658412933,Neutral
"""You ought to live in California"" began Miss Baker, but Tom interrupted her by shifting heavily in his chair.",0.2639254033565521,0.6885393261909485,0.04753529280424118,Neutral
"""This idea is that we're Nordics.",0.25368109345436096,0.68166184425354,0.06465708464384079,Neutral
"I am, and you are, and you are, and"" After an infinitesimal hesitation he included Daisy with a slight nod, and she winked at me again.",0.00545020867139101,0.4399235248565674,0.5546262860298157,Positive
"""And we've produced all the things that go to make civilizationoh, science and art, and all that.",0.08622847497463226,0.7159228324890137,0.19784875214099884,Neutral
"Do you see?""",0.13903945684432983,0.7684871554374695,0.09247339516878128,Neutral
"There was something pathetic in his concentration, as if his complacency, more acute than of old, was not enough to him any more.",0.9352463483810425,0.05979619920253754,0.004957455676048994,Negative
"When, almost immediately, the telephone rang inside and the butler left the porch Daisy seized upon the momentary interruption and leaned towards me.",0.04691508784890175,0.8826554417610168,0.0704294815659523,Neutral
"""I'll tell you a family secret,"" she whispered enthusiastically.",0.006757293362170458,0.3526950776576996,0.6405476331710815,Positive
"""It's about the butler's nose.",0.2543748617172241,0.6873047351837158,0.05832041800022125,Neutral
"Do you want to hear about the butler's nose?""",0.15468373894691467,0.8114128708839417,0.033903345465660095,Neutral
"""That's why I came over tonight.""",0.02347741462290287,0.8056566119194031,0.17086593806743622,Neutral
"""Well, he wasn't always a butler he used to be the silver polisher for some people in New York that had a silver service for two hundred people.",0.09624480456113815,0.8529003262519836,0.050854913890361786,Neutral
"He had to polish it from morning till night, until finally it began to affect his nose"" ""Things went from bad to worse,"" suggested Miss Baker.",0.8161534667015076,0.1684148609638214,0.015431606210768223,Negative
"""Yes.",0.07293570041656494,0.519367516040802,0.40769675374031067,Neutral
"Things went from bad to worse, until finally he had to give up his position.""",0.9279147386550903,0.06716509908437729,0.004920169245451689,Negative
